pair_id,subject_id,axis,positive_earlier_calc,control_diff,diff__regime__active__elemental_environment_shift,diff__regime__active__geju_state_change,diff__regime__active__key_pillar_change,diff__regime__active__major_relation_change,diff__regime__active__rooting_exposure_change,diff__regime__active__special_structure_change,diff__regime__active__stem_branch_convergence,diff__regime__active__structural_activation_shift,diff__regime__active__tiaohou_change,diff__regime__active__yong_xiang_support_shift,diff__regime__ambiguous__elemental_environment_shift,diff__regime__ambiguous__geju_state_change,diff__regime__ambiguous__key_pillar_change,diff__regime__ambiguous__major_relation_change,diff__regime__ambiguous__rooting_exposure_change,diff__regime__ambiguous__special_structure_change,diff__regime__ambiguous__stem_branch_convergence,diff__regime__ambiguous__structural_activation_shift,diff__regime__ambiguous__tiaohou_change,diff__regime__ambiguous__yong_xiang_support_shift,diff__regime__confidence,diff__regime__contradiction_count,diff__regime__direction_score,diff__regime__fav_minus_unfav_clean,diff__regime__n_active,diff__regime__n_agree,diff__regime__relation_intensity,diff__regime__season_efficacy,diff__regime__signed__elemental_environment_shift,diff__regime__signed__geju_state_change,diff__regime__signed__key_pillar_change,diff__regime__signed__major_relation_change,diff__regime__signed__rooting_exposure_change,diff__regime__signed__special_structure_change,diff__regime__signed__stem_branch_convergence,diff__regime__signed__structural_activation_shift,diff__regime__signed__tiaohou_change,diff__regime__signed__yong_xiang_support_shift,diff__regime__stem_rooted,diff__regime_relrole__AMBIGUOUS,diff__regime_relrole__CLASHES_HARMFUL_STRUCTURE,diff__regime_relrole__CLASHES_USEFUL_STRUCTURE,diff__regime_relrole__COMPETING_HAP_CLASH,diff__regime_relrole__STRUCTURAL_MOVEMENT,diff__regime_relrole__SUPPORTS_HARMFUL,diff__regime_relrole__SUPPORTS_USEFUL_OR_BINDS,diff__tgctx__branch_effect,diff__tgctx__branch_role__AMBIGUOUS,diff__tgctx__branch_role__CONTROLS_EXCESS,diff__tgctx__branch_role__DRAINS_EXCESS,diff__tgctx__branch_role__DRAINS_WEAK,diff__tgctx__branch_role__FEEDS_HARMFUL_EXCESS,diff__tgctx__branch_role__NEUTRAL,diff__tgctx__branch_role__OVERBURDENS_OR_COVERS,diff__tgctx__branch_role__OVERBURDENS_WEAK_STRUCTURE,diff__tgctx__branch_role__SUPPLIES_NEEDED_RESOURCE,diff__tgctx__branch_role__SUPPORTS_USEFUL_STRUCTURE,diff__tgctx__stem_effect,diff__tgctx__stem_role__AMBIGUOUS,diff__tgctx__stem_role__CONTROLS_EXCESS,diff__tgctx__stem_role__DRAINS_EXCESS,diff__tgctx__stem_role__DRAINS_WEAK,diff__tgctx__stem_role__FEEDS_HARMFUL_EXCESS,diff__tgctx__stem_role__NEUTRAL,diff__tgctx__stem_role__OVERBURDENS_OR_COVERS,diff__tgctx__stem_role__OVERBURDENS_WEAK_STRUCTURE,diff__tgctx__stem_role__SUPPLIES_NEEDED_RESOURCE,diff__tgctx__stem_role__SUPPORTS_USEFUL_STRUCTURE,diff__year_elem__branch_sign,diff__year_elem__stem_sign,diff__year_natal_rel__intensity,diff__year_natal_rel__role__AMBIGUOUS,diff__year_natal_rel__role__CLASHES_HARMFUL_STRUCTURE,diff__year_natal_rel__role__CLASHES_USEFUL_STRUCTURE,diff__year_natal_rel__role__COMPETING_HAP_CLASH,diff__year_natal_rel__role__STRUCTURAL_MOVEMENT,diff__year_natal_rel__role__SUPPORTS_HARMFUL,diff__year_natal_rel__role__SUPPORTS_USEFUL_OR_BINDS,diff__year_natal_rel__valence,diff__yearctx__binglin_dy,diff__yearctx__contextual_trigger,diff__yearctx__dy_context,diff__yearctx__event_intensity,diff__yearctx__fanyin,diff__yearctx__fuyin_natal_dae,diff__yearctx__fuyin_natal_year,diff__yearctx__reinforce,diff__yearctx__valence
V4UDW2_006_P01,V4UDW2_006,PROJECT,True,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3775000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49499999999999983,0.0,0.7336087499999998,0.0,-0.3775000000000004,0.0,0.0,0.0,0.0,0.7199999999999999
V4UDW2_007_P01,V4UDW2_007,PROJECT,True,20.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17500000000000004,-1.0,0.2521,0.5,0.0,1.0,-2.5725,0.25,0.0,0.0,0.5,0.6174999999999999,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.4,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.085,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6974999999999999,0.0,-1.0317681250000001,0.0,1.085,0.0,0.0,0.0,0.0,-1.2475
V4UDW2_009_P01,V4UDW2_009,PROJECT,False,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-2.0,2.0,-1.8049999999999997,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.39249999999999996,0.0,0.01020237499999993,0.0,-1.3049999999999997,0.0,0.0,1.0,0.0,0.39249999999999996
V4UDW2_010_P01,V4UDW2_010,PROJECT,True,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-0.25,1.0,-0.3973,-1.0,1.0,3.0,0.11500000000000021,0.25,-1.0,-0.8,0.0,0.4424999999999999,-0.85,-0.8,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,-0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.65,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-2.0,0.17000000000000015,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.8325,0.0,0.6487971562500001,0.0,0.17000000000000015,0.0,0.0,0.0,0.0,0.9575
V4UDW2_013_P01,V4UDW2_013,STATUS,False,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.9800000000000002,0.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,0.9225000000000001,0.0,0.8143293750000002,1.2,-2.58,-1.0,0.0,0.0,1.0,1.2475
V4UDW2_015_P01,V4UDW2_015,STATUS,False,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11749999999999972,2.0,-1.0,-1.0,2.0,0.0,0.0,0.0,0.26749999999999996,0.0,-0.10511012500000005,0.0,-0.11749999999999972,0.0,0.0,0.0,0.0,-0.05750000000000005
V4UDW2_016_P01,V4UDW2_016,STATUS,True,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,-0.09999999999999998,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.885,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.20500000000000013,0.0,0.1127500000000001,0.6,1.885,0.0,0.0,0.0,0.5,0.20500000000000015
V4UDW2_018_P01,V4UDW2_018,STATUS,True,-7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,2.0,-0.2647,0.0,1.0,-1.0,-0.2650000000000001,0.0,0.0,0.0,-0.5,-1.9625000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,-1.0,0.0,-2.0,0.1,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1475,1.0,0.0,0.0,0.0,-1.0,0.0,2.0,1.1275,0.0,0.9156982812500001,0.6,1.1475,0.0,0.0,0.0,0.5,1.2025000000000001
V4UDW2_019_P01,V4UDW2_019,STATUS,True,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,3.0,-0.371,0.0,0.0,-3.0,1.2425000000000002,0.5,0.0,0.0,-1.0,-1.5575,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,-2.0,0.19999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.6,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.1050000000000002,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-1.5425,0.0,-0.5202559375000001,-1.2,-1.1050000000000002,0.0,0.0,0.0,-1.0,-0.9925
V4UDW2_020_P01,V4UDW2_020,STATUS,True,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8975,2.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.3924999999999999,0.0,-0.29344765625,1.2,1.8975,0.0,0.0,0.0,1.0,-0.41749999999999987
V4UDW2_021_P01,V4UDW2_021,STATUS,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,2.0,-1.0,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.1600000000000001,0.0,-0.41713978125000006,0.6,-0.4999999999999998,0.0,0.0,0.0,0.5,-0.5350000000000001
V4UDW2_022_P01,V4UDW2_022,STATUS,True,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,2.0,0.15999999999999998,-0.5,1.0,-1.0,-0.07750000000000012,0.0,0.0,0.0,1.0,2.0,-0.4,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24249999999999972,1.0,0.0,-2.0,1.0,0.0,-1.0,2.0,2.535,0.0,1.7093219375000004,0.0,-0.24249999999999972,0.0,0.0,0.0,0.0,2.535
V4UDW2_023_P01,V4UDW2_023,STATUS,True,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-2.0,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-1.31,0.0,-0.426802875,-1.7999999999999998,-0.4999999999999998,0.0,0.0,0.0,-1.5,-0.76
V4UDW2_024_P01,V4UDW2_024,STATUS,True,-8.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.15000000000000002,1.0,-0.3939,-1.0,-1.0,-3.0,-0.2625000000000002,-0.25,-1.0,0.0,-1.0,-1.3575,0.4,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,0.0,-0.05,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.125,0.0,0.1749156249999999,0.0,1.0,0.0,0.0,0.0,0.0,0.07499999999999996
V4UDW2_026_P01,V4UDW2_026,STATUS,True,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3,1.0,0.1989,0.0,-1.0,-2.0,-1.9049999999999998,0.0,0.0,0.0,0.5,0.9675,0.44999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.26,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-0.9975,0.0,-0.40862500000000007,1.2,1.26,0.0,0.0,0.0,1.0,-0.7975000000000001
V4UDW2_029_P01,V4UDW2_029,STATUS,True,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,2.0,0.77,2.0,2.0,0.0,3.4675,0.0,2.0,1.6,-0.5,-1.0,2.0,1.6,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.4575,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-0.105,1.7999999999999998,0.4575,0.0,1.0,0.0,1.5,-0.15000000000000002
V4UDW2_030_P01,V4UDW2_030,STATUS,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,2.0,-0.30300000000000005,0.0,0.0,-2.0,1.805,-0.25,0.0,0.0,-1.0,-1.3800000000000001,-0.4,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021739375000000005,-0.6,0.0,0.0,0.0,0.0,-0.5,-0.025000000000000022
V4UDW2_034_P01,V4UDW2_034,STATUS,True,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,2.0,-0.297,-1.0,1.0,1.0,0.34499999999999975,-0.25,-1.0,0.0,0.0,0.5575000000000001,-1.6,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,-2.0,0.8674999999999997,0.0,-1.0,1.0,0.0,0.0,2.0,-1.0,-2.3525,0.0,-1.3434263437500003,0.0,0.8674999999999997,0.0,0.0,0.0,0.0,-2.2525
V4UDW2_036_P01,V4UDW2_036,STATUS,True,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-2.0,0.03730000000000003,-0.5,-1.0,1.0,0.4700000000000002,-0.75,0.0,0.0,1.0,0.9775,-0.4,0.0,-1.0,0.0,0.0,0.0,-1.0,2.0,-1.0,-1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.04499999999999993,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.36,0.0,0.26800000000000007,0.0,-0.4550000000000002,0.0,0.0,-1.0,0.0,0.45999999999999996
V4UDW2_038_P01,V4UDW2_038,STATUS,True,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22499999999999998,-1.0,-0.4074,0.0,0.0,1.0,-1.1800000000000002,0.0,0.0,0.0,-1.0,-1.6324999999999998,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-2.0,-0.4,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5099999999999999,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.5624999999999999,0.0,-0.3793749999999999,-1.2,-0.5099999999999999,0.0,0.0,0.0,-1.0,-0.6624999999999999
V4UDW2_040_P01,V4UDW2_040,STATUS,True,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-1.335,-1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-0.4625000000000001,0.0,-0.009375000000000078,1.2,-1.335,0.0,0.0,0.0,1.0,-0.1125000000000001
V4UDW2_043_P01,V4UDW2_043,STATUS,True,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.1595,1.0,1.0,1.0,-0.18999999999999995,-0.75,1.0,0.0,0.0,-0.19249999999999995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38749999999999973,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.11499999999999999,0.0,-0.10672521874999999,0.0,0.9874999999999998,1.0,0.0,0.0,0.0,-0.08999999999999997
V4UDW2_044_P01,V4UDW2_044,STATUS,False,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,1.2325000000000002,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,-0.3375000000000001,0.0,-0.20312500000000006,1.2,1.2325000000000002,0.0,0.0,0.0,1.0,-0.3625000000000001
