repeat,fold,pair_id,subject_id,axis,candidate_margin,candidate_correct,control_margin,control_correct
4,3,V4UDW2_043_P01,V4UDW2_043,STATUS,-0.20309369194313612,0.0,2.0,1.0
4,4,V4UD_009_P01,V4UD_009,COMPETITIVE,-0.4849739958976502,0.0,2.0,1.0
4,4,V4UD_013_P01,V4UD_013,COMPETITIVE,-0.7057229833867387,0.0,10.0,1.0
4,4,V4UD_015_P01,V4UD_015,COMPETITIVE,0.19871261801134496,1.0,1.0,1.0
4,4,V4UD_016_P01,V4UD_016,COMPETITIVE,-0.6441542112313132,0.0,-1.0,0.0
4,4,V4UD_023_P01,V4UD_023,COMPETITIVE,0.31453524904403457,1.0,-1.0,0.0
4,4,V4UD_029_P01,V4UD_029,COMPETITIVE,-0.5564184612885906,0.0,4.0,1.0
4,4,V4UD_032_P01,V4UD_032,PROJECT,0.1082044365122124,1.0,2.0,1.0
4,4,V4UD_048_P01,V4UD_048,PROJECT,0.6415250033444655,1.0,14.0,1.0
4,4,V4UD_050_P01,V4UD_050,PROJECT,-0.5403698286475702,0.0,-10.0,0.0
4,4,V4UD_052_P01,V4UD_052,PROJECT,-0.20142505660644308,0.0,1.0,1.0
4,4,V4UD_055_P01,V4UD_055,PROJECT,0.1633481700049516,1.0,18.0,1.0
4,4,V4UD_057_P01,V4UD_057,STATUS,0.7294613639265777,1.0,0.0,0.0
4,4,V4UD_063_P01,V4UD_063,STATUS,0.32767445438131093,1.0,0.0,0.0
4,4,V4UD_080_P01,V4UD_080,STATUS,-0.1620316521104706,0.0,3.0,1.0
4,4,V4UD_093_P01,V4UD_093,STATUS,-0.03850479885025648,0.0,-5.0,0.0
4,4,V4UDW2_018_P01,V4UDW2_018,STATUS,0.906902526589422,1.0,-7.0,0.0
4,4,V4UDW2_023_P01,V4UDW2_023,STATUS,0.22129953313578507,1.0,-5.0,0.0
4,4,V4UDW2_030_P01,V4UDW2_030,STATUS,0.16186813609820636,1.0,0.0,0.0
4,4,V4UDW2_038_P01,V4UDW2_038,STATUS,-0.6037838302609166,0.0,-15.0,0.0
4,4,V4UDW2_040_P01,V4UDW2_040,STATUS,0.36534847031068013,1.0,11.0,1.0
5,0,V4UD_009_P01,V4UD_009,COMPETITIVE,0.7455185542882905,1.0,2.0,1.0
5,0,V4UD_014_P01,V4UD_014,COMPETITIVE,-0.5853134091811751,0.0,5.0,1.0
5,0,V4UD_016_P01,V4UD_016,COMPETITIVE,0.904313602438071,1.0,-1.0,0.0
5,0,V4UD_018_P01,V4UD_018,COMPETITIVE,0.30366292778038434,1.0,-2.0,0.0
5,0,V4UD_025_P01,V4UD_025,COMPETITIVE,-1.422177568687347,0.0,8.0,1.0
5,0,V4UD_005_P01,V4UD_005,COMPETITIVE,-0.059197881932314136,0.0,1.0,1.0
5,0,V4UD_029_P01,V4UD_029,COMPETITIVE,-3.2843057790050927,0.0,4.0,1.0
5,0,V4UD_038_P01,V4UD_038,PROJECT,0.5968453569109581,1.0,-1.0,0.0
5,0,V4UD_031_P01,V4UD_031,PROJECT,0.7885550087212297,1.0,3.0,1.0
5,0,V4UD_032_P01,V4UD_032,PROJECT,0.50211099253881,1.0,2.0,1.0
5,0,V4UD_052_P01,V4UD_052,PROJECT,-0.37225562871097895,0.0,1.0,1.0
5,0,V4UD_066_P01,V4UD_066,STATUS,0.07371850372868821,1.0,7.0,1.0
5,0,V4UD_077_P01,V4UD_077,STATUS,-1.429038653712162,0.0,-11.0,0.0
5,0,V4UD_081_P01,V4UD_081,STATUS,1.5838964210264328,1.0,4.0,1.0
5,0,V4UD_091_P01,V4UD_091,STATUS,0.5143465260773515,1.0,10.0,1.0
5,0,V4UD_100_P01,V4UD_100,STATUS,0.1367610814228671,1.0,10.0,1.0
5,0,V4UDW2_007_P01,V4UDW2_007,PROJECT,-1.6852461449970149,0.0,20.0,1.0
5,0,V4UDW2_018_P01,V4UDW2_018,STATUS,-0.8913134528942153,0.0,-7.0,0.0
5,0,V4UDW2_021_P01,V4UDW2_021,STATUS,0.5663677691374382,1.0,1.0,1.0
5,0,V4UDW2_026_P01,V4UDW2_026,STATUS,0.08479304827765755,1.0,-1.0,0.0
5,0,V4UDW2_030_P01,V4UDW2_030,STATUS,-2.536427384791312,0.0,0.0,0.0
5,1,V4UD_007_P01,V4UD_007,COMPETITIVE,0.24107526384687603,1.0,0.0,0.0
5,1,V4UD_010_P01,V4UD_010,COMPETITIVE,0.431631619184833,1.0,-1.0,0.0
5,1,V4UD_017_P01,V4UD_017,COMPETITIVE,0.2727813399386185,1.0,3.0,1.0
5,1,V4UD_024_P01,V4UD_024,COMPETITIVE,-0.5048314071578961,0.0,20.0,1.0
5,1,V4UD_040_P01,V4UD_040,PROJECT,-0.5949253066249325,0.0,-3.0,0.0
5,1,V4UD_048_P01,V4UD_048,PROJECT,1.529683468785553,1.0,14.0,1.0
5,1,V4UD_051_P01,V4UD_051,PROJECT,-0.127374599943609,0.0,-2.0,0.0
5,1,V4UD_054_P01,V4UD_054,PROJECT,-0.9070895091056136,0.0,4.0,1.0
5,1,V4UD_057_P01,V4UD_057,STATUS,-0.13766431465461265,0.0,0.0,0.0
5,1,V4UD_074_P01,V4UD_074,STATUS,0.3000146801038259,1.0,2.0,1.0
5,1,V4UD_076_P01,V4UD_076,STATUS,0.33553989557720326,1.0,-1.0,0.0
5,1,V4UD_084_P01,V4UD_084,STATUS,1.850258002747343,1.0,2.0,1.0
5,1,V4UD_098_P01,V4UD_098,STATUS,-0.04170176093452824,0.0,7.0,1.0
5,1,V4UDW2_002_P01,V4UDW2_002,COMPETITIVE,-0.08625936210368174,0.0,-1.0,0.0
5,1,V4UDW2_003_P01,V4UDW2_003,COMPETITIVE,-0.11817361918705388,0.0,-1.0,0.0
5,1,V4UDW2_010_P01,V4UDW2_010,PROJECT,-0.13944259029344114,0.0,-4.0,0.0
5,1,V4UDW2_022_P01,V4UDW2_022,STATUS,0.5674284066633868,1.0,8.0,1.0
5,1,V4UDW2_029_P01,V4UDW2_029,STATUS,-1.842843795309093,0.0,5.0,1.0
5,1,V4UDW2_038_P01,V4UDW2_038,STATUS,-1.97899351234455,0.0,-15.0,0.0
5,1,V4UDW2_044_P01,V4UDW2_044,STATUS,-0.023301290068214825,0.0,-2.0,0.0
5,2,V4UD_001_P01,V4UD_001,COMPETITIVE,-0.4262952876591775,0.0,9.0,1.0
5,2,V4UD_002_P01,V4UD_002,COMPETITIVE,-0.6269583636797804,0.0,-3.0,0.0
5,2,V4UD_012_P01,V4UD_012,COMPETITIVE,0.04515631696292775,1.0,5.0,1.0
5,2,V4UD_015_P01,V4UD_015,COMPETITIVE,-0.6802211927011604,0.0,1.0,1.0
5,2,V4UD_019_P01,V4UD_019,COMPETITIVE,-0.19359967917920706,0.0,-6.0,0.0
5,2,V4UD_023_P01,V4UD_023,COMPETITIVE,0.2759581962776379,1.0,-1.0,0.0
5,2,V4UD_043_P01,V4UD_043,PROJECT,-0.6209037609469937,0.0,-12.0,0.0
5,2,V4UD_033_P01,V4UD_033,PROJECT,-0.02266644431829414,0.0,-9.0,0.0
5,2,V4UD_050_P01,V4UD_050,PROJECT,-0.49465801062143877,0.0,-10.0,0.0
5,2,V4UD_060_P01,V4UD_060,STATUS,0.2583370924295687,1.0,-11.0,0.0
5,2,V4UD_061_P01,V4UD_061,STATUS,0.8547747009990073,1.0,9.0,1.0
5,2,V4UD_069_P01,V4UD_069,STATUS,1.0276799219416695,1.0,-15.0,0.0
5,2,V4UD_078_P01,V4UD_078,STATUS,1.258066539080709,1.0,-17.0,0.0
5,2,V4UD_083_P01,V4UD_083,STATUS,0.4628734040118039,1.0,12.0,1.0
5,2,V4UD_093_P01,V4UD_093,STATUS,0.1779322296477975,1.0,-5.0,0.0
5,2,V4UDW2_006_P01,V4UDW2_006,PROJECT,-0.004422936724741383,0.0,14.0,1.0
5,2,V4UDW2_009_P01,V4UDW2_009,PROJECT,-0.1008591304221282,0.0,-8.0,0.0
