feature_set,repeat,seed,n_subjects,macro_pairwise,subject_hit_rate,median_sep
SEWOON_ONLY,36,20260851,23,0.5909247757073844,0.6086956521739131,0.7030613868289758
SEWOON_ONLY,37,20260852,23,0.6059351276742582,0.6086956521739131,0.5320646095398638
SEWOON_ONLY,38,20260853,23,0.5619392684610076,0.5652173913043478,0.2509695209895393
SEWOON_ONLY,39,20260854,23,0.5871290545203589,0.5217391304347826,0.07242476263857173
SEWOON_ONLY,40,20260855,23,0.533816425120773,0.6086956521739131,0.5830129221098987
SEWOON_ONLY,41,20260856,23,0.5711180124223604,0.43478260869565216,-0.07672486027138031
SEWOON_ONLY,42,20260857,23,0.5804347826086956,0.6086956521739131,0.29586206569326845
SEWOON_ONLY,43,20260858,23,0.5412353347135956,0.6086956521739131,0.3463496627885031
SEWOON_ONLY,44,20260859,23,0.5002415458937198,0.5652173913043478,0.2980653363875402
SEWOON_ONLY,45,20260860,23,0.46497584541062803,0.4782608695652174,-0.20171756693557819
SEWOON_ONLY,46,20260861,23,0.630055210489993,0.6956521739130435,0.9359362397363418
SEWOON_ONLY,47,20260862,23,0.5746376811594203,0.5652173913043478,0.7614398228036614
SEWOON_ONLY,48,20260863,23,0.5724292615596963,0.6086956521739131,0.40242187627189363
SEWOON_ONLY,49,20260864,23,0.5123188405797101,0.4782608695652174,-0.18311743820144866
DW_SW_RAW,0,20260815,23,0.5760179434092477,0.5217391304347826,0.12956163291146994
DW_SW_RAW,1,20260816,23,0.5310213940648724,0.4782608695652174,-0.1979570464450684
DW_SW_RAW,2,20260817,23,0.5753968253968254,0.6521739130434783,0.5848924739233055
DW_SW_RAW,3,20260818,23,0.5197377501725328,0.6521739130434783,0.35640864550508145
DW_SW_RAW,4,20260819,23,0.4709454796411318,0.5217391304347826,0.5102100783376589
DW_SW_RAW,5,20260820,23,0.6225672877846791,0.5652173913043478,0.10791561218139911
DW_SW_RAW,6,20260821,23,0.6450310559006212,0.782608695652174,0.8138223850065646
DW_SW_RAW,7,20260822,23,0.5328157349896481,0.5652173913043478,0.1981948926033762
DW_SW_RAW,8,20260823,23,0.6320910973084887,0.6956521739130435,1.7317321583833933
DW_SW_RAW,9,20260824,23,0.5251552795031056,0.5217391304347826,0.30313327445294774
DW_SW_RAW,10,20260825,23,0.6324016563146998,0.6086956521739131,0.3251544397296062
DW_SW_RAW,11,20260826,23,0.5723947550034506,0.5652173913043478,0.209244569674242
DW_SW_RAW,12,20260827,23,0.5353692201518289,0.5652173913043478,0.36184118661273595
DW_SW_RAW,13,20260828,23,0.4641821946169772,0.391304347826087,-0.359112849995721
DW_SW_RAW,14,20260829,23,0.5389924085576259,0.5652173913043478,0.3399566577283073
DW_SW_RAW,15,20260830,23,0.5548654244306419,0.6086956521739131,0.5906640962475873
DW_SW_RAW,16,20260831,23,0.5507591442374051,0.5652173913043478,0.3318739607411161
DW_SW_RAW,17,20260832,23,0.5506556245686681,0.5652173913043478,0.6226332088121611
DW_SW_RAW,18,20260833,23,0.5202898550724638,0.4782608695652174,-0.09357343663627204
DW_SW_RAW,19,20260834,23,0.5919599723947551,0.6086956521739131,0.8478609480480739
DW_SW_RAW,20,20260835,23,0.4150793650793651,0.4782608695652174,-0.2930933695413611
DW_SW_RAW,21,20260836,23,0.5225672877846791,0.5652173913043478,0.4296197035446554
DW_SW_RAW,22,20260837,23,0.46991028295376125,0.43478260869565216,-0.10088346634980327
DW_SW_RAW,23,20260838,23,0.5990338164251208,0.6521739130434783,0.8472131747364853
DW_SW_RAW,24,20260839,23,0.6476190476190476,0.782608695652174,1.0121500500796548
DW_SW_RAW,25,20260840,23,0.5228088336783988,0.5217391304347826,0.03140587042362153
DW_SW_RAW,26,20260841,23,0.5868184955141477,0.7391304347826086,0.9011902309232147
DW_SW_RAW,27,20260842,23,0.4234299516908213,0.43478260869565216,-0.3904140995401614
DW_SW_RAW,28,20260843,23,0.5351966873706004,0.6086956521739131,0.5027110558192844
DW_SW_RAW,29,20260844,23,0.525327812284334,0.5652173913043478,0.15906440493490948
DW_SW_RAW,30,20260845,23,0.5825396825396826,0.782608695652174,1.1958340002527938
DW_SW_RAW,31,20260846,23,0.6451345755693582,0.7391304347826086,1.256661911694863
DW_SW_RAW,32,20260847,23,0.5463077984817114,0.5652173913043478,0.1518981321834676
DW_SW_RAW,33,20260848,23,0.6373360938578331,0.6956521739130435,1.1554955608790536
DW_SW_RAW,34,20260849,23,0.4940648723257419,0.4782608695652174,-0.1294005417361117
DW_SW_RAW,35,20260850,23,0.6093512767425812,0.6956521739130435,0.7923905353640405
DW_SW_RAW,36,20260851,23,0.5901656314699792,0.6521739130434783,0.9342575493183867
DW_SW_RAW,37,20260852,23,0.5542097998619738,0.6521739130434783,0.5273861403640097
DW_SW_RAW,38,20260853,23,0.5936853002070392,0.6521739130434783,0.5634810635413623
DW_SW_RAW,39,20260854,23,0.5706694271911663,0.6086956521739131,0.3279784458401327
DW_SW_RAW,40,20260855,23,0.5054865424430642,0.6086956521739131,0.41084219415136713
DW_SW_RAW,41,20260856,23,0.5332988267770876,0.5652173913043478,0.22767359069019166
DW_SW_RAW,42,20260857,23,0.5841614906832299,0.5652173913043478,0.4936742274357515
DW_SW_RAW,43,20260858,23,0.5128364389233955,0.5217391304347826,0.14034804777419668
DW_SW_RAW,44,20260859,23,0.5412353347135955,0.43478260869565216,-0.3271589460363873
DW_SW_RAW,45,20260860,23,0.4445479641131815,0.391304347826087,-0.23728658163049365
DW_SW_RAW,46,20260861,23,0.6389233954451347,0.6521739130434783,0.9823351482133575
