subject_id,name,source_name,gender,preassigned_axis,birth_date,birth_time,utc_offset,birth_place,latitude,longitude,rodden_rating,source_row_key,birth_source,candidate_source,role_family,role_qid,wikidata_id,wikidata_sitelinks,seed_origin,selection_information_used,event_collection_started,astrology_scored,split,final_det_key,audit_scope,wd_label,wd_description,wd_dob_values,wd_dob_precisions,wd_birth_places,wd_gender_qids,birth_place_match,gender_match,linkage_status
V5CONFIRM_001,Tracy Austin,Tracy Austin,female,COMPETITIVE,1962-12-12,06:18,-08:00,"Redondo Beach, CA, United States",33.845,-118.387,AA,TracyAustin1962,Frozen VedAstro PersonList-15k snapshot,V5_WAVE_A,,,,,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,False,False,CONFIRM,02e0e33ae718ec558a2226448aff3db1e3f34afc85475836e0bd25c80e8bf35d,CONFIRM,,,,,,,,,PASS_LEGACY_WAVE_A
V5CONFIRM_002,Barbara Jordan,Barbara Jordan,female,COMPETITIVE,1936-02-21,14:30,-06:00,"Houston, TX, United States",29.761,-95.37,AA,BarbaraJordan1936,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,tennis_player,Q10833314,Q53570,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,064e67f2b0c32e507d3e40a47aa669459d13cb7b727d9abdbb8bfca192bb5039,CONFIRM,Barbara Jordan,US American tennis player,1957-04-02,11,Milwaukee,Q6581072,False,True,LIKELY_IDENTITY_MISMATCH
V5CONFIRM_003,Pauline Betz,Pauline Betz,female,COMPETITIVE,1919-08-06,02:50,-04:00,"Dayton, OH, United States",39.761,-84.192,AA,PaulineBetz1919,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,tennis_player,Q10833314,Q53331,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,1240b119ec165569783833ebb8b1cc2baeb409d7cfb140c3914db52c7c8fd462,CONFIRM,Pauline Betz,American tennis player (1919–2011),1919-08-06,11,Dayton,Q6581072,True,True,PASS_EXACT_DOB
V5CONFIRM_004,Doris Hart,Doris Hart,female,COMPETITIVE,1925-06-20,07:00,-05:00,"Saint Louis, MO, United States",38.635,-90.201,AA,DorisHart1925,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,tennis_player,Q10833314,Q53564,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,18111e72b1624428dc416f58e675abe0f67618fde12122b950fa43481b365371,CONFIRM,Doris Hart,American tennis player (1925–2015),1925-06-20,11,St. Louis,Q6581072,False,True,PASS_EXACT_DOB
V5CONFIRM_005,Fabrice Tiozzo,Fabrice Tiozzo,male,COMPETITIVE,1969-05-08,08:30,+01:00,"Saint-Denis, France",48.936,2.365,AA,FabriceTiozzo1969,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,boxer,Q11338576,Q717369,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,0081994afe33f2a2ad4bdb44c57364f51caddfd8085d283fe278bd023d6603d7,CONFIRM,Fabrice Tiozzo,French boxer,1969-05-08,11,Saint-Denis,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_006,Marcel Cerdan,Marcel Cerdan,male,COMPETITIVE,1916-07-22,21:00,+01:00,"Sidi Bel Abbes, Algeria",35.191,-0.635,AA,MarcelCerdan1916,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,boxer,Q11338576,Q347201,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,0285d04557cc9eb84b93297085203cb688f024b66c7ac1e563a872b1ce909e5f,CONFIRM,Marcel Cerdan,French boxer (1916-1949),1916-07-22,11,Sidi Bel Abbès,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_007,Jamie Murray,Jamie Murray,male,COMPETITIVE,1986-02-13,02:01,+00:00,"Glasgow, United Kingdom",55.866,-4.257,AA,JamieMurray1986,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,tennis_player,Q10833314,Q317820,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,0294218da9cc7db46ab286157de7e7933d0f4e86d25929c5ba7a44efa724493d,CONFIRM,Jamie Murray,British tennis player (born 1986),1986-02-13,11,Dunblane,Q6581097,False,True,PASS_EXACT_DOB
V5CONFIRM_008,Zora Folley,Zora Folley,male,COMPETITIVE,1931-05-27,22:53,-05:00,"Dallas, TX, United States",32.778,-96.796,AA,ZoraFolley1931,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,boxer,Q11338576,Q220464,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,05285f65ba7a2f92358282e6adf5dbf8e42a9a883372569bc5b19793f1e87a6f,CONFIRM,Zora Folley,American boxer (1931–1972),1932-05-27,11,Dallas,Q6581097,True,True,REVIEW_DOB_DISCREPANCY_SAME_PLACE
V5CONFIRM_009,Hans Günter Winkler,Hans Günter Winkler,male,COMPETITIVE,1926-07-24,04:30,+01:00,"Wuppertal, Germany",51.256,7.151,AA,HansGünterWinkler1926,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,athlete,Q2066131,Q62177,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,075c9366f2bd7c8f233f51101577b0c9533fb8e8e7c38c5775e578182fd5cf97,CONFIRM,Hans Günter Winkler,German equestrian (1926–2018),1926-07-24,11,Barmen,Q6581097,False,True,PASS_EXACT_DOB
V5CONFIRM_010,Rubin Carter,Rubin Carter,male,COMPETITIVE,1937-05-06,11:45,-04:00,"William Paterson University of New Jersey, NJ, United States",40.948,-74.199,AA,RubinCarter1937,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,boxer,Q11338576,Q452772,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,08eb57fbe9d1cd7d82ddf4054584dec3913724e1e14349aade7692f9a76571ec,CONFIRM,Rubin Carter,American boxer (1937–2014),1937-05-06,11,Clifton,Q6581097,False,True,PASS_EXACT_DOB
V5CONFIRM_011,Pierre Pellizza,Pierre Pellizza,male,COMPETITIVE,1917-07-10,20:00,+01:00,"Lardy, France",48.522,2.266,AA,PierrePellizza1917,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,tennis_player,Q10833314,Q3386551,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,096a916a18555d02e1d63d504f54d88ea26f3a66aa60c43676a79293cb7eca5c,CONFIRM,Pierre Pellizza,French tennis player (1917-1974),1917-07-10,11,Lourdes,Q6581097,False,True,PASS_EXACT_DOB
V5CONFIRM_012,Denny Moyer,Denny Moyer,male,COMPETITIVE,1939-08-08,10:51,-08:00,"Portland, OR, United States",45.516,-122.681,AA,DennyMoyer1939,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,boxer,Q11338576,Q545389,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,0a30c91d0a16a48e5ad882b76c1821ef58258f24d559de6a7daad1ebf4baf1ec,CONFIRM,Denny Moyer,American boxer,1939-08-08,11,Portland,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_013,Ronnie Harris,Ronnie Harris,male,COMPETITIVE,1948-09-03,02:58,-04:00,"Canton, OH, United States",40.797,-81.377,AA,RonnieHarris1948,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,boxer,Q11338576,Q1344009,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,0b4d0a436669769be8fbf8d434e4fc56fc75a5e24de27bca31e24bd2d8e58b57,CONFIRM,Ronnie Harris,American boxer,1948-09-03,11,Canton,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_014,Henry Cooper,Henry Cooper,male,COMPETITIVE,1934-05-03,06:30,+01:00,"London, United Kingdom",51.5,-0.126,AA,HenryCooper1934,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,boxer,Q11338576,Q381694,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,0dd387b959686bbc8849e5a4bae4a108f2ac457143204eef6b24738304e65db6,CONFIRM,Henry Cooper,British boxer (1934–2011),1934-05-03,11,London,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_015,Brian J. White,Brian J. White,male,COMPETITIVE,1973-04-21,20:59,-05:00,"Boston, MA, United States",42.359,-71.059,AA,BrianJ.White1973,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,athlete,Q2066131,Q1762270,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,1006592847b76e08ba78c9e10b4133ade0d390002685f0075788ce459c0eceba,CONFIRM,Brian J. White,American actor,1975-04-21,11,Boston,Q6581097,True,True,REVIEW_DOB_DISCREPANCY_SAME_PLACE
V5CONFIRM_016,Boomer Esiason,Boomer Esiason,male,COMPETITIVE,1961-04-17,23:43,-05:00,"West Islip, NY, United States",40.709,-73.298,AA,BoomerEsiason1961,Frozen VedAstro PersonList-15k snapshot,V5_WAVE_A,,,,,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,False,False,CONFIRM,1101868e7fe97b2055189d9d9a4dd625b22e63d0832312a2530159f35661a822,CONFIRM,,,,,,,,,PASS_LEGACY_WAVE_A
V5CONFIRM_017,Patrick Vieira,Patrick Vieira,male,COMPETITIVE,1976-06-23,23:05,+00:00,"Dakar, Dakar, Senegal",14.695,-17.449,AA,PatrickVieira1976,Frozen VedAstro PersonList-15k snapshot,V5_WAVE_A,,,,,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,False,False,CONFIRM,12dc30bafa1e7f7179e4ed9c8c1465382b0025870e014a147b0c9ce2b47cdb88,CONFIRM,,,,,,,,,PASS_LEGACY_WAVE_A
V5CONFIRM_018,Sergi Bruguera,Sergi Bruguera,male,COMPETITIVE,1971-01-16,20:00,+01:00,"Barcelona, Spain",41.388,2.17,AA,SergiBruguera1971,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,tennis_player,Q10833314,Q311177,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,13f9172914c69357efc3ec8c2779da6d38ddd009b8dbaf5f86595b38551a5537,CONFIRM,Sergi Bruguera,Spanish tennis player,1971-01-16,11,Barcelona,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_019,Dieter Thoma,Dieter Thoma,male,COMPETITIVE,1969-10-19,12:35,+01:00,"Hinterzarten, Germany",47.903,8.106,AA,DieterThoma1969,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,athlete,Q2066131,Q61703,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,164931888ecf9d92c7e49fe0be6a6268a6a92ce315c7f739e02595b49d013905,CONFIRM,Dieter Thoma,ski jumper,1969-10-19,11,Hinterzarten,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_020,Maurizio Stecca,Maurizio Stecca,male,COMPETITIVE,1963-03-09,04:00,+01:00,"Santarcangelo di Romagna, Italia",44.065,12.45,AA,MaurizioStecca1963,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,boxer,Q11338576,Q580903,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,17302deeebfddfd046a6f93501fb975b1d1ce22f0c80218e91f7da32dee08ef5,CONFIRM,Maurizio Stecca,Italian boxer,1963-03-09,11,Santarcangelo di Romagna,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_021,Mattiwilda Dobbs,Mattiwilda Dobbs,female,PROJECT,1925-07-11,12:25,-04:00,"Atlanta, GA, United States",33.749,-84.392,AA,MattiwildaDobbs1925,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,singer,Q177220,Q180896,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,001a1da8b5d0e82d5d5e219d8ca434c2610012332b0236c17c1713116c7162ea,CONFIRM,Mattiwilda Dobbs,American coloratura soprano singer,1925-07-11,11,Atlanta,Q6581072,True,True,PASS_EXACT_DOB
V5CONFIRM_022,Arielle Dombasle,Arielle Dombasle,female,PROJECT,1953-04-27,20:34,-04:00,"Hartford, CT, United States",41.766,-72.673,AA,ArielleDombasle1953,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,film_director,Q2526255,Q284731,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,00d77d749affc9373f9ef764cb55178f9f0cda73fdc4f4d7455de8bf8381d32f,CONFIRM,Arielle Dombasle,American-born French-Mexican actress and singer,1953-04-27,11,Hartford,Q6581072,True,True,PASS_EXACT_DOB
V5CONFIRM_023,Belinda Carlisle,Belinda Carlisle,female,PROJECT,1958-08-17,19:17,-07:00,"Los Angeles, CA, United States",34.052,-118.243,AA,BelindaCarlisle1958,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,singer,Q177220,Q233959,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,010da31110797e0fa212ef95100e6c1e3b91630ca23fa90218412dfe5b3e4f9b,CONFIRM,Belinda Carlisle,American singer,1958-08-17,11,Hollywood,Q6581072,False,True,PASS_EXACT_DOB
V5CONFIRM_024,Nadine Trintignant,Nadine Trintignant,female,PROJECT,1934-11-11,03:30,+00:00,"Nice, France",43.703,7.266,AA,NadineTrintignant1934,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,film_director,Q2526255,Q266222,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,0295b67aa913ec2a70aa515d7115433241b3f62437569d0c8f2c6cd6e518c1ce,CONFIRM,Nadine Trintignant,French filmmaker and novelist (born 1934),1934-11-11,11,Nice,Q6581072,True,True,PASS_EXACT_DOB
