subject_id,correct,repeat,fold,model
V5DEVE2_015,0.0,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_022,0.0,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_028,1.0,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_042,0.0,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_007,1.0,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_025,0.0,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_036,1.0,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_108,0.0,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_147,1.0,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_154,0.5,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_005,0.8,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_010,1.0,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_012,1.0,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_014,0.5,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_022,0.0,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_024,0.0,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_040,0.0,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_084,0.3333333333333333,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_138,1.0,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_158,1.0,0,2,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_015,1.0,0,2,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_022,0.0,0,2,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_028,1.0,0,2,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_042,1.0,0,2,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_007,0.0,0,2,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_025,0.0,0,2,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_036,1.0,0,2,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_108,1.0,0,2,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_147,1.0,0,2,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_154,0.6666666666666666,0,2,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_005,0.8,0,2,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_010,1.0,0,2,NPLUS__TG10_RIDGE_DIAGNOSTIC
